id_entrega,fecha,comuna_destino,tipo_vehiculo,distancia_km,peso_kg,n_paquetes,hora_salida,score_gps_ruta,costo_combustible_clp,horas_entrega
2025-01367,2025-08-21,Concepcion,moto,8.28,42.34,2,18,0.4137,1104.0,0.236
2025-00830,2025-08-21,Lebu,camion_ligero,64.47,32.08,8,15,,14598.0,3.188
2025-01227,2025-08-21,Los Angeles,furgon,45.74,13.89,5,6,0.6056,6866.0,1.8
2025-00078,2025-08-22,Curanilahue,furgon,48.24,21.46,6,7,0.7943,11005.0,2.392
2025-00809,2025-08-23,Coronel,furgon,24.13,19.41,8,16,0.7127,2996.0,1.037
2025-00115,2025-08-23,Arauco,moto,61.71,23.63,3,7,,8916.0,2.292
2025-00096,2025-08-23,Los Angeles,furgon,36.65,10.65,5,19,0.3869,7996.0,1.997
2025-00161,2025-08-23,Lebu,furgon,38.71,19.65,2,14,,7119.0,1.665
2025-00383,2025-08-23,Hualpen,furgon,14.89,33.29,1,11,,2264.0,0.588
2025-00686,2025-08-24,Nacimiento,camion_ligero,44.06,21.88,7,7,0.7294,12166.0,2.858
2025-00917,2025-08-24,Los Angeles,moto,59.94,22.82,4,16,,5585.0,1.513
2025-00003,2025-08-25,Nacimiento,furgon,89.58,20.53,1,8,,19727.0,4.162
2025-01220,2025-08-25,Chiguayante,moto,28.02,32.27,4,17,,4213.0,1.051
2025-01385,2025-08-25,Hualpen,camion_ligero,21.88,8.77,3,7,0.4392,6530.0,1.511
2025-01295,2025-08-25,San Pedro de la Paz,moto,19.13,7.26,8,6,0.6086,4456.0,1.029
2025-01327,2025-08-26,Tome,moto,12.51,13.42,5,6,0.912,3763.0,0.677
2025-00204,2025-08-26,Hualqui,moto,12.55,24.5,4,13,0.8952,3470.0,0.802
2025-01268,2025-08-26,Tome,moto,28.33,6.02,1,16,,4620.0,1.052
2025-00242,2025-08-27,Chiguayante,furgon,15.94,5.15,1,11,0.7227,2217.0,0.538
2025-00559,2025-08-27,Tome,moto,15.7,6.86,5,11,0.4157,2747.0,0.802
2025-00407,2025-08-27,Lebu,moto,72.96,20.51,1,13,,9439.0,2.302
2025-00773,2025-08-27,Yumbel,furgon,71.81,2.33,6,17,,15241.0,3.503
2025-00635,2025-08-27,Yumbel,moto,97.07,12.92,8,17,,17534.0,4.236
2025-00027,2025-08-28,Hualpen,moto,27.92,11.96,5,9,0.4717,3286.0,0.985
2025-00254,2025-08-28,Yumbel,camion_ligero,52.57,22.79,4,18,,15090.0,3.57
2025-00873,2025-08-28,Hualqui,furgon,29.38,10.7,6,9,0.6185,8905.0,1.836
2025-00662,2025-08-29,Hualpen,moto,13.9,2.76,1,7,0.801,2873.0,0.631
2025-00370,2025-08-29,Cabrero,moto,53.48,28.95,8,13,,8909.0,1.997
2025-01222,2025-08-29,Cabrero,furgon,27.4,10.61,1,18,,6056.0,1.521
2025-00429,2025-08-30,Concepcion,moto,29.95,6.66,7,15,0.4836,3632.0,0.96
2025-00329,2025-08-30,Cabrero,furgon,47.53,63.07,8,9,0.3488,11296.0,2.782
2025-00229,2025-08-30,Curanilahue,furgon,66.83,7.5,6,19,,16686.0,3.815
2025-00435,2025-08-30,Hualpen,furgon,9.5,18.91,8,17,0.4884,5149.0,1.016
2025-00598,2025-08-31,Chiguayante,moto,24.83,31.56,7,11,0.631,4327.0,0.977
2025-00168,2025-08-31,Chiguayante,furgon,19.63,3.31,8,8,0.7436,4915.0,1.112
2025-00634,2025-08-31,Florida,camion_ligero,16.73,12.73,8,19,0.4975,6556.0,1.319
2025-01176,2025-08-31,Hualqui,furgon,17.92,14.8,2,11,,2326.0,0.436
2025-01138,2025-09-01,Lota,furgon,10.1,24.71,7,17,0.4685,3586.0,0.79
2025-00038,2025-09-01,Hualqui,camion_ligero,14.36,21.72,3,7,0.8821,3072.0,0.756
2025-01276,2025-09-01,Hualqui,moto,28.17,6.57,5,6,0.4506,4811.0,1.13
2025-00283,2025-09-01,Los Angeles,furgon,89.77,19.38,7,18,,16856.0,3.921
2025-00074,2025-09-01,Hualqui,furgon,9.66,13.77,4,6,0.7625,2102.0,0.407
2025-00790,2025-09-01,Tome,moto,19.77,18.35,2,11,0.4348,2833.0,0.559
2025-01198,2025-09-01,Arauco,furgon,62.23,35.49,5,7,,13794.0,3.335
2025-00213,2025-09-01,Tome,camion_ligero,27.98,24.15,5,11,,5339.0,1.417
2025-00418,2025-09-02,Nacimiento,furgon,86.68,19.2,6,15,,12592.0,2.959
2025-00336,2025-09-02,Los Angeles,moto,76.32,58.7,2,7,,10547.0,2.96
2025-00291,2025-09-02,Curanilahue,moto,63.08,21.78,3,14,,6127.0,1.737
2025-01147,2025-09-02,Hualpen,moto,16.64,12.68,4,17,0.3504,4129.0,0.631
2025-00315,2025-09-02,Talcahuano,furgon,17.57,14.02,6,17,,6330.0,1.197
2025-01336,2025-09-02,Hualqui,furgon,22.97,83.85,2,7,0.454,5851.0,1.38
2025-01115,2025-09-03,Hualqui,moto,11.19,12.69,3,14,0.543,3328.0,0.636
2025-00090,2025-09-03,Coronel,moto,9.75,10.86,7,13,0.4392,835.0,0.217
2025-01073,2025-09-03,Tome,camion_ligero,22.88,6.21,3,19,0.4012,5691.0,1.447
2025-00461,2025-09-04,Nacimiento,furgon,25.64,13.45,7,10,0.7744,4523.0,1.271
2025-01007,2025-09-04,Florida,moto,6.64,16.07,1,13,0.669,1619.0,0.41
2025-00316,2025-09-04,Hualpen,furgon,13.65,6.4,6,8,0.6747,2414.0,0.728
2025-01375,2025-09-04,Arauco,camion_ligero,49.17,21.55,5,9,,13567.0,2.904
2025-01143,2025-09-05,Chiguayante,moto,21.75,25.25,8,13,0.9713,3684.0,1.053
2025-00764,2025-09-05,Lebu,furgon,49.07,6.53,1,17,,8461.0,1.818
2025-00216,2025-09-06,Yumbel,camion_ligero,33.8,26.45,4,11,,8591.0,1.841
2025-01356,2025-09-06,Concepcion,furgon,14.78,27.42,6,16,,2293.0,0.601
2025-00276,2025-09-06,Laja,furgon,97.93,26.11,8,8,0.3924,22463.0,5.141
2025-01252,2025-09-06,Nacimiento,camion_ligero,37.94,13.89,8,7,,8845.0,2.078
2025-00581,2025-09-07,Talcahuano,camion_ligero,14.94,12.51,1,13,0.7276,3781.0,0.991
2025-00037,2025-09-07,Nacimiento,furgon,53.59,11.83,7,14,,6599.0,1.852
2025-00740,2025-09-08,Chiguayante,furgon,18.02,27.53,7,18,,5607.0,1.175
2025-01397,2025-09-08,Lebu,moto,95.49,17.34,3,13,,10279.0,2.242
2025-00498,2025-09-08,Curanilahue,furgon,64.62,25.9,2,16,,10590.0,2.37
2025-00224,2025-09-09,Chiguayante,furgon,22.0,5.08,8,13,,3391.0,1.12
2025-00886,2025-09-09,Chiguayante,moto,19.96,38.01,4,12,0.6081,4078.0,1.073
2025-00396,2025-09-09,Hualqui,moto,21.74,4.07,5,8,1.0,3982.0,1.033
2025-00580,2025-09-09,Hualpen,moto,15.38,3.76,3,18,,2819.0,0.631
2025-01154,2025-09-10,Los Angeles,furgon,70.0,14.1,2,6,,9002.0,2.065
2025-00728,2025-09-10,Los Angeles,moto,44.91,4.07,2,13,0.6958,5482.0,1.238
2025-00406,2025-09-10,Santa Juana,moto,30.47,30.68,4,10,0.4152,5783.0,1.306
2025-00368,2025-09-10,Coronel,furgon,20.48,9.69,3,7,0.6168,4494.0,0.883
2025-00955,2025-09-10,Curanilahue,moto,65.29,5.45,3,6,,9050.0,2.038
2025-00783,2025-09-10,Nacimiento,furgon,73.4,10.16,2,10,,7745.0,2.244
2025-00997,2025-09-10,Cabrero,moto,86.26,2.29,7,16,,13208.0,2.884
2025-00560,2025-09-10,Hualpen,furgon,24.47,33.08,6,17,0.7078,5407.0,1.447
2025-00551,2025-09-11,San Pedro de la Paz,furgon,14.77,10.41,5,12,0.6892,3651.0,0.908
2025-00018,2025-09-11,Hualpen,furgon,16.69,20.68,1,7,0.2641,5059.0,1.172
2025-01334,2025-09-11,Coronel,moto,18.09,25.68,8,9,1.0,5153.0,1.062
2025-00226,2025-09-12,San Pedro de la Paz,moto,18.2,32.21,6,8,0.7765,3078.0,1.169
2025-00248,2025-09-12,Coronel,moto,17.44,11.37,8,14,0.4168,3193.0,0.91
2025-00147,2025-09-12,Chiguayante,moto,22.98,49.64,1,15,0.9176,4276.0,0.709
2025-00618,2025-09-12,Nacimiento,furgon,42.04,12.36,7,7,,8312.0,1.942
2025-00467,2025-09-13,Talcahuano,moto,16.33,57.25,3,10,0.7754,2569.0,0.615
2025-00479,2025-09-13,Penco,moto,17.5,9.68,4,15,0.7111,2113.0,0.462
2025-00302,2025-09-13,Hualqui,camion_ligero,15.6,2.22,8,19,0.9176,5452.0,1.303
2025-00005,2025-09-13,Cabrero,moto,47.3,27.14,7,8,0.7113,8467.0,1.892
2025-01174,2025-09-13,Concepcion,camion_ligero,15.6,22.08,6,11,0.5362,4084.0,0.862
2025-00953,2025-09-13,Hualpen,moto,25.74,55.11,8,19,0.4431,7845.0,1.676
2025-00563,2025-09-14,San Pedro de la Paz,camion_ligero,13.91,33.89,7,11,0.4637,5390.0,1.021
2025-00042,2025-09-14,Cabrero,camion_ligero,94.44,25.75,2,15,,18422.0,4.389
2025-01366,2025-09-14,Santa Juana,furgon,14.42,14.41,4,18,0.6909,4665.0,1.066
2025-01108,2025-09-14,Florida,furgon,12.58,1.91,7,8,0.5037,3917.0,0.919
2025-00904,2025-09-15,Lebu,moto,64.17,16.83,2,16,,8162.0,2.181
2025-01229,2025-09-15,Tome,moto,26.84,17.38,3,7,0.4903,6220.0,1.329
2025-00207,2025-09-15,Talcahuano,moto,23.99,30.25,4,18,0.5667,4654.0,1.109
2025-00542,2025-09-15,Florida,camion_ligero,16.12,9.55,6,11,0.6005,5616.0,1.175
2025-00228,2025-09-15,Concepcion,furgon,21.73,28.99,4,13,0.627,4823.0,0.973
2025-00679,2025-09-16,Lebu,furgon,71.56,6.4,8,15,,10530.0,2.474
2025-00010,2025-09-16,Yumbel,moto,53.29,22.61,1,19,,6550.0,1.793
2025-00751,2025-09-16,Los Angeles,furgon,44.51,10.67,4,7,0.6108,8690.0,2.101
2025-01218,2025-09-16,Santa Juana,furgon,15.73,16.3,4,9,0.4743,2886.0,0.817
2025-00797,2025-09-16,Penco,camion_ligero,19.01,19.2,7,9,0.6014,7099.0,1.561
2025-01283,2025-09-16,Coronel,moto,7.78,22.23,3,14,1.0,257.0,0.216
2025-00455,2025-09-16,Hualqui,moto,20.68,8.94,2,9,0.3775,3410.0,0.971
2025-00264,2025-09-17,Tome,moto,4.19,8.12,8,18,0.6503,1555.0,0.458
2025-00529,2025-09-17,Lebu,furgon,47.75,35.42,4,14,0.5241,10130.0,2.198
2025-01149,2025-09-18,Chiguayante,furgon,6.22,5.34,2,7,0.5337,1368.0,0.28
2025-01195,2025-09-18,Arauco,camion_ligero,87.02,40.18,8,16,0.8656,18847.0,3.967
2025-00984,2025-09-18,Laja,furgon,73.05,4.88,1,14,,9763.0,2.378
2025-00240,2025-09-19,Los Angeles,furgon,67.95,28.94,1,11,,8612.0,2.156
2025-00579,2025-09-19,Talcahuano,furgon,24.84,43.74,3,9,0.7385,4648.0,1.016
2025-00828,2025-09-19,Laja,furgon,68.16,17.98,7,8,,10211.0,2.785
2025-00343,2025-09-19,Lebu,moto,105.34,11.49,4,19,,17302.0,3.842
2025-00441,2025-09-19,Tome,furgon,21.95,17.84,6,13,0.6158,4658.0,0.982
2025-00171,2025-09-19,Lebu,moto,43.88,2.2,5,14,0.4781,5306.0,1.485
2025-00208,2025-09-19,Santa Juana,furgon,14.76,23.76,1,10,0.7475,73.0,0.211
2025-00250,2025-09-20,Cabrero,furgon,96.07,27.51,5,12,0.4396,16254.0,3.913
2025-01054,2025-09-20,Santa Juana,moto,17.44,15.83,7,12,,5820.0,1.301
2025-00162,2025-09-20,Concepcion,camion_ligero,6.82,35.3,5,6,0.9948,3539.0,0.668
2025-00972,2025-09-21,Yumbel,furgon,75.63,27.21,7,17,0.7608,17490.0,3.52
2025-01046,2025-09-22,Cabrero,furgon,62.3,36.8,8,7,,15699.0,3.39
2025-00092,2025-09-22,Arauco,furgon,73.24,3.13,1,11,0.755,9759.0,2.202
2025-00943,2025-09-22,Cabrero,moto,68.05,12.46,8,13,0.767,8925.0,1.924
2025-01207,2025-09-23,Hualpen,furgon,18.62,18.87,7,19,0.596,4197.0,0.948
2025-01335,2025-09-23,Curanilahue,moto,103.4,3.81,8,10,,12847.0,3.201
2025-00965,2025-09-24,Lota,moto,11.99,6.65,2,18,0.7264,2586.0,0.622
2025-00470,2025-09-24,Santa Juana,furgon,30.87,32.47,5,9,0.2563,7827.0,2.011
2025-01045,2025-09-24,Arauco,furgon,44.78,26.08,6,17,,8571.0,1.962
2025-00610,2025-09-25,Yumbel,moto,74.78,12.27,3,17,,9806.0,2.617
2025-01185,2025-09-25,Laja,camion_ligero,55.82,28.59,3,14,,11316.0,2.592
2025-00895,2025-09-25,Laja,moto,25.42,20.97,7,9,0.5594,7556.0,1.646
2025-01201,2025-09-25,Yumbel,moto,42.48,10.87,3,12,0.5457,4812.0,1.364
2025-00524,2025-09-25,Florida,furgon,8.1,43.21,7,12,0.3635,4578.0,1.09
2025-00377,2025-09-25,Curanilahue,camion_ligero,60.8,18.66,2,19,,16659.0,3.924
2025-00647,2025-09-25,Coronel,camion_ligero,12.33,23.76,2,12,,3966.0,0.834
2025-00962,2025-09-26,Penco,camion_ligero,18.43,29.0,8,12,0.3268,4686.0,1.267
2025-00712,2025-09-26,Curanilahue,camion_ligero,2.0,33.28,1,10,0.6917,1697.0,0.425
2025-00084,2025-09-27,Coronel,furgon,13.59,37.46,5,18,0.5853,4714.0,0.95
2025-00357,2025-09-27,Los Angeles,camion_ligero,58.84,21.95,4,15,,10816.0,2.429
2025-00109,2025-09-27,Tome,moto,25.9,7.56,3,10,0.3545,2560.0,0.918
2025-01193,2025-09-27,Lebu,furgon,53.36,28.28,6,16,,9174.0,2.195
2025-01089,2025-09-27,Nacimiento,camion_ligero,68.85,18.87,6,6,,14138.0,3.361
2025-01015,2025-09-28,Talcahuano,furgon,15.95,9.32,5,16,0.9121,4049.0,0.719
2025-01137,2025-09-28,Coronel,moto,13.68,22.65,2,14,0.6532,949.0,0.195
2025-00768,2025-09-29,Lota,moto,22.97,16.21,8,10,0.4468,3911.0,1.049
2025-00506,2025-09-30,Lota,moto,12.35,26.81,3,12,0.723,2268.0,0.261
2025-01313,2025-09-30,Chiguayante,furgon,19.01,9.01,8,13,0.795,2115.0,0.802
2025-00527,2025-09-30,Santa Juana,moto,7.89,25.9,8,17,0.5958,3475.0,0.661
2025-00792,2025-09-30,Nacimiento,moto,63.37,20.4,2,17,,9751.0,2.371
2025-00065,2025-10-01,Lebu,furgon,90.63,17.48,1,6,,14370.0,3.307
2025-00091,2025-10-01,Laja,furgon,77.69,5.81,4,11,,13253.0,2.74
2025-01100,2025-10-01,Concepcion,furgon,20.91,10.58,3,19,0.7656,5309.0,1.187
2025-00373,2025-10-01,Los Angeles,furgon,59.91,21.39,7,6,0.6852,10099.0,2.559
2025-01106,2025-10-02,Chiguayante,moto,25.48,36.08,8,6,,6136.0,1.351
2025-00300,2025-10-02,Coronel,furgon,29.74,11.24,6,17,0.6895,6475.0,1.462
2025-00570,2025-10-02,Tome,camion_ligero,28.31,5.68,3,12,0.8754,5269.0,1.2
2025-00022,2025-10-02,San Pedro de la Paz,camion_ligero,11.8,1.15,7,10,0.2971,4870.0,0.996
2025-00532,2025-10-02,Nacimiento,furgon,60.07,9.46,5,12,,9685.0,2.56
2025-00637,2025-10-03,Nacimiento,furgon,55.98,24.61,4,15,0.5375,9251.0,2.319
2025-00021,2025-10-03,Lebu,moto,37.27,16.68,6,11,,6548.0,1.79
2025-00754,2025-10-04,Tome,furgon,26.28,19.08,6,16,0.6885,4635.0,1.01
2025-00991,2025-10-04,Penco,camion_ligero,16.09,5.52,6,17,,3374.0,0.864
2025-00702,2025-10-05,Concepcion,furgon,21.2,23.72,8,14,0.4548,4528.0,1.181
2025-00164,2025-10-05,Curanilahue,camion_ligero,19.73,14.2,1,18,0.5395,5806.0,1.181
2025-00199,2025-10-05,Yumbel,moto,70.81,32.29,4,15,,9062.0,2.152
2025-00522,2025-10-05,Hualqui,furgon,22.74,16.79,5,7,,6026.0,1.216
2025-00770,2025-10-05,Coronel,furgon,15.98,5.4,3,16,0.6634,911.0,0.302
2025-00352,2025-10-05,Hualqui,furgon,13.65,13.31,7,9,0.555,3881.0,0.901
2025-00367,2025-10-07,Chiguayante,furgon,13.27,13.5,7,7,0.4131,2882.0,0.788
2025-00271,2025-10-07,Hualqui,moto,8.3,9.84,4,6,0.7066,1463.0,0.408
2025-00601,2025-10-07,Los Angeles,furgon,36.35,7.73,4,11,,7157.0,1.809
2025-01321,2025-10-07,Yumbel,furgon,21.24,17.47,4,10,,3119.0,0.997
2025-00791,2025-10-07,Santa Juana,camion_ligero,29.33,12.61,7,19,,8634.0,2.115
2025-00525,2025-10-08,Chiguayante,furgon,7.53,9.78,4,13,0.5618,2805.0,0.504
2025-01169,2025-10-09,Arauco,furgon,98.39,6.5,7,19,,18448.0,4.833
2025-00957,2025-10-09,Laja,furgon,75.35,22.79,8,18,0.8762,14994.0,3.382
2025-01048,2025-10-09,Nacimiento,furgon,90.44,27.37,1,18,0.6073,18804.0,4.343
2025-01379,2025-10-10,Hualqui,furgon,30.87,18.33,2,15,0.4996,5961.0,1.259
2025-00001,2025-10-11,Coronel,camion_ligero,21.18,29.36,7,19,,5768.0,1.295
2025-00700,2025-10-12,Curanilahue,moto,30.74,6.77,8,12,,4045.0,1.031
2025-00893,2025-10-12,Santa Juana,moto,9.53,8.73,5,10,0.4246,2883.0,0.524
2025-00365,2025-10-12,Arauco,furgon,12.82,12.68,7,14,,2140.0,0.542
2025-01332,2025-10-12,San Pedro de la Paz,moto,18.78,1.45,5,11,0.6029,4021.0,0.768
2025-00349,2025-10-13,Arauco,furgon,41.81,18.14,1,11,0.5353,5694.0,1.663
2025-00117,2025-10-13,Talcahuano,moto,10.67,22.63,6,18,0.3947,3461.0,0.87
2025-00273,2025-10-13,Curanilahue,furgon,49.58,9.8,1,16,,8204.0,1.776
2025-01212,2025-10-14,Talcahuano,moto,25.12,15.87,1,11,0.5364,2610.0,0.656
2025-00748,2025-10-14,Tome,furgon,22.66,11.13,3,10,0.5346,3980.0,0.929
2025-01082,2025-10-14,Lota,moto,25.26,38.19,7,7,0.8293,6049.0,1.291
2025-01384,2025-10-14,Concepcion,moto,20.45,2.12,8,7,0.5991,3825.0,0.947
2025-01225,2025-10-14,Florida,furgon,18.1,9.66,8,17,0.6894,4598.0,1.134
2025-00061,2025-10-15,Hualpen,moto,16.19,11.52,2,14,0.7369,1740.0,0.203
2025-01392,2025-10-15,Penco,furgon,34.08,26.79,2,15,0.6978,5135.0,1.126
2025-01224,2025-10-16,Hualpen,moto,9.81,6.45,2,18,0.6262,2610.0,0.471
2025-01122,2025-10-16,Lota,furgon,16.71,13.95,4,6,0.883,3603.0,0.932
2025-00776,2025-10-16,Penco,camion_ligero,18.38,18.72,4,8,0.4337,6663.0,1.386
2025-00484,2025-10-17,Tome,camion_ligero,27.97,6.79,3,15,0.6414,4826.0,1.338
2025-01104,2025-10-17,Hualpen,furgon,9.49,1.74,1,18,0.5922,1623.0,0.423
2025-01311,2025-10-17,Penco,camion_ligero,18.13,13.59,6,8,0.6686,5491.0,1.089
2025-00369,2025-10-17,Yumbel,moto,52.11,13.78,4,16,,7801.0,1.623
2025-01387,2025-10-17,Coronel,moto,18.28,13.64,5,13,0.9523,874.0,0.502
2025-00905,2025-10-17,Yumbel,furgon,47.06,7.05,1,10,,6976.0,1.702
2025-00548,2025-10-17,Penco,furgon,20.17,13.24,1,15,,1937.0,0.563
2025-00948,2025-10-17,Arauco,moto,55.29,31.37,8,19,,9062.0,2.079
2025-00041,2025-10-17,San Pedro de la Paz,furgon,22.42,32.79,3,9,0.4412,4259.0,1.29
2025-00158,2025-10-17,Penco,furgon,23.44,37.51,7,15,0.9808,4617.0,0.927
2025-00434,2025-10-17,Coronel,furgon,17.44,38.45,5,19,0.6463,4245.0,1.011
2025-00345,2025-10-17,Lebu,moto,51.04,16.42,7,6,,7669.0,1.61
2025-00025,2025-10-18,Santa Juana,moto,21.27,19.08,4,8,0.9879,3407.0,0.607
2025-01165,2025-10-18,Hualpen,moto,21.58,5.18,4,9,0.6673,3377.0,0.853
2025-01155,2025-10-18,Coronel,camion_ligero,15.96,73.59,3,18,0.4809,6115.0,1.404
2025-00496,2025-10-18,Florida,furgon,16.5,10.28,5,14,0.6133,2870.0,0.8
2025-01123,2025-10-18,Laja,moto,50.55,4.44,1,11,0.7405,5299.0,1.198
2025-00620,2025-10-18,Los Angeles,furgon,63.74,45.76,1,7,,10909.0,2.7
2025-00350,2025-10-19,San Pedro de la Paz,furgon,13.12,7.19,8,9,0.7517,4026.0,0.933
2025-00646,2025-10-20,Cabrero,furgon,40.51,22.21,7,17,,11001.0,2.136
2025-01292,2025-10-20,Lebu,camion_ligero,51.7,27.47,6,14,,11009.0,2.671
2025-00540,2025-10-20,Florida,moto,19.78,25.51,8,19,0.4855,4697.0,1.181
2025-00701,2025-10-20,Nacimiento,furgon,53.74,22.56,5,7,,10189.0,2.713
2025-00987,2025-10-20,Florida,furgon,12.09,6.89,3,15,,1158.0,0.451
2025-00993,2025-10-20,Penco,moto,19.52,12.73,2,9,0.6235,1641.0,0.579
2025-00636,2025-10-20,Hualpen,moto,15.75,5.08,2,19,0.6889,1809.0,0.658
2025-00126,2025-10-21,San Pedro de la Paz,furgon,19.4,2.52,6,9,0.6262,4108.0,1.07
2025-00445,2025-10-21,Cabrero,moto,40.87,31.19,7,9,,7409.0,1.697
2025-00805,2025-10-21,Lebu,furgon,53.54,19.66,1,11,0.8707,6712.0,1.447
2025-00201,2025-10-22,Coronel,moto,20.47,34.53,6,8,0.4622,4477.0,1.197
2025-00132,2025-10-22,Concepcion,furgon,20.33,43.3,6,10,0.438,4204.0,0.942
2025-01211,2025-10-22,Chiguayante,furgon,23.43,29.5,8,15,0.4027,6296.0,1.483
2025-00696,2025-10-23,Hualqui,moto,18.94,13.66,5,14,,1150.0,0.401
2025-00019,2025-10-23,Santa Juana,furgon,20.5,5.41,1,19,,3264.0,0.695
2025-00903,2025-10-23,Coronel,furgon,23.64,9.46,4,10,0.4031,3854.0,1.124
2025-00910,2025-10-24,Talcahuano,moto,12.04,27.29,8,14,,3357.0,0.907
2025-00906,2025-10-24,Curanilahue,furgon,75.69,15.75,4,15,,12448.0,2.966
2025-00650,2025-10-24,Lebu,furgon,49.72,4.35,7,10,,8085.0,1.948
2025-00293,2025-10-25,Arauco,camion_ligero,84.21,26.49,3,12,0.368,18301.0,4.268
2025-00319,2025-10-25,Coronel,furgon,12.77,12.55,5,14,,3553.0,0.833
2025-00475,2025-10-25,Curanilahue,moto,69.57,12.57,6,12,,8237.0,2.031
2025-00608,2025-10-25,Coronel,camion_ligero,25.28,15.28,6,19,1.0,4919.0,1.463
2025-00932,2025-10-25,Los Angeles,furgon,63.93,26.96,6,17,,10772.0,2.902
2025-00864,2025-10-25,Santa Juana,moto,16.87,4.61,7,6,0.5364,3541.0,0.769
2025-01190,2025-10-27,Nacimiento,furgon,45.46,29.03,8,13,,10243.0,2.068
2025-01322,2025-10-27,Arauco,moto,68.26,5.64,8,13,0.6871,7807.0,2.137
2025-00000,2025-10-27,Arauco,camion_ligero,50.98,24.19,6,8,,13598.0,3.34
2025-00980,2025-10-27,Coronel,furgon,24.46,16.58,8,15,0.6581,5628.0,1.236
2025-00734,2025-10-27,Chiguayante,moto,24.01,15.14,8,15,0.6987,4140.0,0.951
2025-00175,2025-10-28,San Pedro de la Paz,moto,13.19,21.55,8,15,0.7456,4083.0,0.986
2025-00386,2025-10-28,Tome,furgon,18.96,32.11,2,15,0.2225,5299.0,1.246
2025-01060,2025-10-30,Lota,camion_ligero,25.53,13.82,2,9,0.4013,7270.0,1.651
2025-00723,2025-10-30,Coronel,camion_ligero,13.99,27.37,7,14,,3530.0,1.06
2025-00528,2025-10-30,Santa Juana,moto,28.44,22.39,4,7,0.7141,5736.0,1.347
2025-00939,2025-10-30,Talcahuano,furgon,22.79,24.79,3,6,0.7663,5344.0,1.131
2025-00463,2025-10-30,Arauco,moto,78.57,50.02,3,17,0.536,13031.0,3.101
2025-01325,2025-10-30,Hualqui,camion_ligero,9.88,34.74,2,17,0.5695,4169.0,0.813
2025-00287,2025-10-30,Penco,furgon,14.37,12.42,5,7,0.7904,4122.0,0.97
2025-00153,2025-10-30,Lota,furgon,25.17,4.35,1,6,,1906.0,0.622
2025-00072,2025-10-30,Florida,furgon,18.49,26.18,3,19,0.5593,4245.0,0.932
2025-00682,2025-10-31,Penco,camion_ligero,9.93,21.17,2,17,0.7428,3884.0,0.94
2025-00104,2025-10-31,Florida,furgon,18.6,12.9,2,16,0.613,3247.0,0.953
2025-00774,2025-10-31,Coronel,moto,17.71,12.12,1,10,0.7711,2600.0,0.743
2025-01189,2025-10-31,Los Angeles,furgon,93.97,55.71,3,7,,17620.0,4.064
2025-00312,2025-10-31,Arauco,furgon,65.37,15.67,5,13,,9962.0,2.164
2025-00546,2025-10-31,Santa Juana,moto,6.27,19.26,7,10,0.7148,1880.0,0.54
2025-00699,2025-10-31,Laja,camion_ligero,67.38,23.32,6,14,0.4144,14594.0,3.394
2025-01038,2025-11-01,Hualpen,moto,14.21,9.96,1,18,0.6662,2331.0,0.627
2025-00850,2025-11-01,Hualpen,furgon,9.8,7.52,7,8,0.5894,3849.0,0.958
2025-00049,2025-11-01,Lota,moto,18.47,7.88,3,18,0.8741,2935.0,0.562
2025-00405,2025-11-02,Concepcion,furgon,23.42,4.27,2,10,0.8758,5202.0,1.12
2025-00425,2025-11-02,Talcahuano,moto,25.8,23.28,7,12,0.6923,4148.0,1.105
2025-01164,2025-11-02,Penco,furgon,20.55,11.54,5,15,0.5904,4195.0,0.901
2025-01369,2025-11-03,Florida,moto,16.47,18.09,8,17,1.0,3765.0,1.037
2025-01395,2025-11-03,Tome,furgon,28.25,6.35,6,6,0.4591,5950.0,1.344
2025-00015,2025-11-03,Santa Juana,furgon,9.74,0.57,7,19,1.0,3472.0,0.814
2025-01181,2025-11-04,Nacimiento,moto,66.09,39.84,4,6,,6539.0,1.654
2025-00982,2025-11-04,Coronel,moto,5.59,7.14,1,16,,1077.0,0.342
2025-00437,2025-11-04,Tome,furgon,14.43,10.28,7,10,,3394.0,0.933
2025-00361,2025-11-04,Nacimiento,moto,45.27,7.33,2,18,,5470.0,1.523
2025-00298,2025-11-04,Cabrero,camion_ligero,90.99,1.92,7,13,,13589.0,3.343
2025-01175,2025-11-05,Tome,furgon,8.95,2.55,8,17,0.5166,4148.0,0.913
2025-01350,2025-11-05,Curanilahue,furgon,24.15,22.03,5,16,0.562,4766.0,1.205
2025-00004,2025-11-05,Concepcion,furgon,20.62,5.4,2,9,0.598,4230.0,1.005
2025-00477,2025-11-05,Penco,furgon,15.67,17.43,2,13,,2042.0,0.762
2025-01210,2025-11-06,Los Angeles,moto,77.52,16.54,8,12,,12292.0,2.723
2025-00214,2025-11-06,San Pedro de la Paz,furgon,9.72,45.25,1,15,0.6393,602.0,0.32
2025-01182,2025-11-06,Talcahuano,furgon,13.22,15.53,7,10,,4432.0,1.007
2025-00967,2025-11-07,Hualqui,furgon,25.26,6.21,8,17,0.7312,5969.0,1.376
2025-00611,2025-11-07,Talcahuano,moto,19.97,15.8,3,9,0.4893,4351.0,1.039
2025-00464,2025-11-07,San Pedro de la Paz,moto,38.38,39.31,3,10,0.5002,7636.0,1.753
