id_entrega,fecha,comuna_destino,tipo_vehiculo,distancia_km,peso_kg,n_paquetes,hora_salida,score_gps_ruta,costo_combustible_clp,horas_entrega
2024-00437,2024-09-14,Santa Juana,camion_ligero,17.17,15.5,5,9,0.3782,4731.0,1.172
2024-00736,2024-09-14,Santa Juana,moto,24.56,28.26,3,15,0.8589,2806.0,0.888
2024-00218,2024-09-14,Coronel,furgon,24.59,25.42,7,10,0.4896,6699.0,1.501
2024-00017,2024-09-15,Florida,furgon,16.28,20.39,8,13,0.9351,4248.0,0.955
2024-00992,2024-09-15,Chiguayante,moto,15.65,10.19,1,6,0.4879,2916.0,0.757
2024-00608,2024-09-15,Hualpen,camion_ligero,13.06,7.82,8,12,0.6481,4337.0,0.917
2024-00396,2024-09-16,Lota,camion_ligero,31.94,4.96,8,10,0.6474,6900.0,1.677
2024-00003,2024-09-16,Talcahuano,moto,37.34,7.67,6,16,0.7421,2745.0,0.943
2024-00604,2024-09-16,Florida,moto,23.62,7.22,6,6,0.5789,3140.0,0.925
2024-00803,2024-09-16,Talcahuano,moto,18.68,36.14,6,19,0.4801,4287.0,1.102
2024-00177,2024-09-16,Penco,moto,17.87,19.75,3,8,0.6017,3201.0,0.727
2024-00582,2024-09-16,Hualpen,moto,13.68,24.25,4,9,0.5645,1814.0,0.633
2024-01152,2024-09-17,Florida,moto,14.08,34.27,1,10,0.8538,2307.0,0.63
2024-00986,2024-09-17,Lota,furgon,7.98,11.7,8,16,0.6135,3798.0,0.823
2024-00079,2024-09-18,Coronel,camion_ligero,8.56,20.6,5,11,0.491,1573.0,0.485
2024-00672,2024-09-18,Santa Juana,moto,15.75,2.37,4,9,0.7373,3943.0,0.904
2024-00274,2024-09-19,Concepcion,moto,25.58,29.98,7,13,0.7475,4937.0,1.163
2024-00020,2024-09-19,Hualpen,furgon,21.96,26.95,3,18,0.8154,4179.0,1.037
2024-00885,2024-09-19,Hualpen,furgon,19.4,23.68,2,12,0.5533,3502.0,0.769
2024-00434,2024-09-19,Concepcion,moto,27.61,11.19,6,12,0.5711,3630.0,0.984
2024-00935,2024-09-19,Lota,furgon,19.01,36.93,4,10,0.6732,5125.0,1.068
2024-00727,2024-09-20,Lota,moto,18.0,20.62,7,11,0.4867,4066.0,0.99
2024-00417,2024-09-20,Hualpen,furgon,20.49,7.03,1,18,0.5242,4106.0,0.996
2024-00854,2024-09-21,Tome,moto,14.96,29.13,5,19,0.7622,4051.0,1.138
2024-00905,2024-09-21,Coronel,furgon,17.23,40.46,7,7,0.4563,4671.0,1.124
2024-00008,2024-09-21,Coronel,moto,12.21,27.76,7,9,0.8537,2873.0,0.692
2024-01023,2024-09-21,Santa Juana,furgon,16.49,11.21,8,12,0.7238,4556.0,1.001
2024-00325,2024-09-21,Lota,moto,9.56,30.93,1,17,0.8949,2895.0,0.658
2024-00075,2024-09-22,Hualpen,camion_ligero,20.66,7.5,6,6,0.8529,2458.0,0.817
2024-00200,2024-09-22,Concepcion,moto,17.0,24.41,3,11,0.5575,3438.0,0.738
2024-00958,2024-09-22,Talcahuano,furgon,21.45,8.64,3,6,0.4164,3177.0,0.94
2024-00988,2024-09-23,Tome,furgon,15.92,41.16,4,12,0.5713,4286.0,0.993
2024-00726,2024-09-23,Talcahuano,camion_ligero,21.07,16.62,2,11,0.5563,5464.0,1.421
2024-00358,2024-09-23,Coronel,moto,18.67,19.77,7,12,0.4268,2204.0,0.816
2024-00337,2024-09-23,Santa Juana,camion_ligero,26.88,17.41,4,11,0.6389,6658.0,1.686
2024-01121,2024-09-25,Chiguayante,moto,2.0,20.39,1,14,0.7382,2159.0,0.52
2024-00967,2024-09-25,Penco,furgon,19.77,27.05,4,12,0.4865,3967.0,1.146
2024-00636,2024-09-26,Coronel,furgon,18.66,21.55,4,7,0.4478,4569.0,1.0
2024-00466,2024-09-26,Coronel,moto,22.61,21.04,5,10,0.7951,3293.0,0.621
2024-00939,2024-09-27,Hualpen,furgon,24.65,26.93,3,12,0.5394,3934.0,0.975
2024-00166,2024-09-27,Penco,furgon,14.86,1.86,2,19,0.5497,5328.0,1.149
2024-00078,2024-09-27,Florida,moto,22.9,30.75,7,8,0.6938,5813.0,1.425
2024-00497,2024-09-27,Concepcion,furgon,7.65,27.58,2,9,0.3702,3767.0,0.752
2024-00878,2024-09-27,Hualpen,furgon,12.41,46.47,2,12,0.5726,4288.0,0.822
2024-00767,2024-09-27,Florida,furgon,15.45,14.32,7,11,0.3716,4063.0,1.007
2024-00573,2024-09-28,San Pedro de la Paz,furgon,18.16,12.33,3,9,0.6593,5931.0,1.189
2024-00575,2024-09-28,Lota,furgon,14.72,6.27,5,13,0.5718,5378.0,1.199
2024-00723,2024-09-28,Santa Juana,camion_ligero,18.15,22.14,3,17,0.7622,4966.0,0.931
2024-01166,2024-09-28,Hualqui,moto,21.96,8.0,4,11,0.447,2243.0,0.808
2024-00373,2024-09-28,Florida,furgon,17.59,20.94,3,6,0.7894,4416.0,0.786
2024-00435,2024-09-28,Coronel,moto,11.67,9.81,6,9,0.9952,2579.0,0.739
2024-00105,2024-09-28,Chiguayante,furgon,13.76,11.7,2,13,0.5748,2118.0,0.652
2024-00897,2024-09-28,Hualpen,furgon,4.37,22.14,1,15,0.2704,2539.0,0.47
2024-00560,2024-09-29,Florida,camion_ligero,26.86,29.58,7,13,0.7273,6335.0,1.315
2024-00968,2024-09-29,Chiguayante,camion_ligero,6.08,9.69,6,7,0.5343,1220.0,0.481
2024-00698,2024-09-29,Hualpen,moto,22.49,37.72,7,15,0.8229,3488.0,0.994
2024-00887,2024-09-29,Concepcion,furgon,20.46,30.03,8,10,0.5154,6249.0,1.486
2024-00906,2024-09-29,Florida,moto,22.68,32.96,1,9,0.6822,4026.0,1.075
2024-00053,2024-09-30,Hualqui,camion_ligero,9.99,15.21,2,11,0.55,2084.0,0.742
2024-00956,2024-09-30,Tome,camion_ligero,20.57,22.7,2,19,0.6318,5554.0,1.326
2024-00515,2024-09-30,Talcahuano,furgon,12.19,6.99,7,19,0.5541,3888.0,0.982
2024-00225,2024-09-30,San Pedro de la Paz,moto,13.32,13.44,6,16,0.9329,1934.0,0.431
2024-00996,2024-09-30,Hualpen,moto,22.24,1.82,1,6,0.6944,3608.0,0.685
2024-01067,2024-10-01,Penco,moto,14.06,16.66,5,9,0.6419,2801.0,0.679
2024-00855,2024-10-01,Santa Juana,moto,25.23,28.59,3,17,0.6151,4871.0,1.192
2024-00525,2024-10-01,Coronel,furgon,20.94,21.55,1,17,0.8257,5024.0,1.099
2024-00509,2024-10-02,Chiguayante,moto,10.99,5.3,1,8,0.4888,1746.0,0.469
2024-01028,2024-10-02,Hualqui,furgon,2.39,5.12,5,9,0.6735,1796.0,0.399
2024-00444,2024-10-02,Talcahuano,moto,19.54,33.63,5,16,0.5379,2229.0,0.827
2024-01016,2024-10-02,Hualpen,camion_ligero,27.2,8.29,4,6,0.5558,6076.0,1.452
2024-00554,2024-10-02,Tome,furgon,14.45,2.12,7,7,0.461,4120.0,0.987
2024-00752,2024-10-02,Hualpen,furgon,14.48,23.65,8,6,0.7452,3487.0,0.77
2024-00097,2024-10-02,Hualqui,furgon,12.95,18.77,2,12,0.6467,3369.0,0.818
2024-00655,2024-10-02,Concepcion,furgon,25.39,37.93,4,14,0.5983,2985.0,0.852
2024-00136,2024-10-03,Coronel,moto,16.4,10.85,4,14,0.3977,3528.0,0.684
2024-00635,2024-10-04,Coronel,furgon,16.32,8.95,7,16,0.8845,4859.0,0.951
2024-00796,2024-10-04,Hualpen,camion_ligero,26.21,8.08,7,6,0.6411,6819.0,1.502
2024-00587,2024-10-04,Hualqui,moto,12.51,11.76,8,12,0.6458,2002.0,0.632
2024-00307,2024-10-05,Santa Juana,moto,15.52,20.16,8,13,0.6424,2427.0,0.633
2024-00888,2024-10-05,Coronel,camion_ligero,14.15,32.75,7,15,0.5262,2948.0,0.859
2024-01132,2024-10-06,Chiguayante,moto,8.35,20.64,3,19,0.1334,1516.0,0.396
2024-00595,2024-10-06,Talcahuano,camion_ligero,17.86,14.78,3,14,0.4465,4646.0,0.948
2024-01080,2024-10-06,Florida,furgon,23.15,14.25,8,18,0.4298,7352.0,1.637
2024-00487,2024-10-06,Santa Juana,furgon,10.3,25.91,3,11,0.5686,1915.0,0.281
2024-00190,2024-10-07,Talcahuano,moto,21.23,31.16,4,11,0.726,3025.0,0.696
2024-01076,2024-10-07,Florida,furgon,14.31,21.6,7,16,0.7196,4267.0,1.01
2024-00442,2024-10-07,Penco,moto,18.38,14.29,7,13,0.6239,3233.0,0.942
2024-00253,2024-10-07,Concepcion,furgon,19.03,16.62,5,17,0.7812,4026.0,1.108
2024-00077,2024-10-07,Concepcion,furgon,9.12,10.13,5,16,0.6108,3294.0,0.651
2024-01161,2024-10-08,Talcahuano,furgon,9.09,26.71,4,11,0.515,3178.0,0.802
2024-00286,2024-10-09,Lota,moto,21.09,12.91,5,13,0.3287,3359.0,0.692
2024-00236,2024-10-09,Tome,moto,24.12,28.27,4,13,0.5729,4556.0,0.867
2024-00622,2024-10-09,Santa Juana,furgon,30.07,3.67,2,19,0.6509,6004.0,1.634
2024-01041,2024-10-10,Hualpen,furgon,16.04,24.68,5,14,0.8193,2145.0,0.678
2024-01054,2024-10-10,San Pedro de la Paz,camion_ligero,19.57,20.34,6,15,0.6488,4012.0,1.07
2024-00947,2024-10-10,Florida,moto,15.85,24.58,4,14,0.4605,3366.0,0.745
2024-00599,2024-10-10,Lota,moto,6.17,15.34,4,18,0.7451,2366.0,0.573
2024-00837,2024-10-11,Coronel,furgon,17.29,25.73,1,19,0.4214,4213.0,0.852
2024-00172,2024-10-11,Hualqui,camion_ligero,21.02,3.93,3,16,0.5216,4159.0,1.098
2024-00524,2024-10-12,Coronel,camion_ligero,16.43,19.24,6,18,0.8052,4608.0,1.158
2024-00451,2024-10-12,Hualqui,furgon,20.27,47.6,4,12,1.0,3088.0,0.848
2024-00174,2024-10-12,Hualpen,camion_ligero,15.78,22.89,6,7,0.9335,5220.0,0.996
2024-00831,2024-10-12,Hualqui,moto,21.37,13.84,2,10,0.6582,3656.0,0.957
2024-00277,2024-10-12,Penco,furgon,21.91,9.75,5,10,0.7782,2451.0,0.749
2024-00297,2024-10-12,Lota,camion_ligero,21.17,7.27,8,9,0.7165,4426.0,1.404
2024-00553,2024-10-13,Santa Juana,moto,16.77,10.64,5,14,0.618,3801.0,0.799
2024-00309,2024-10-14,Tome,furgon,20.05,3.45,3,8,0.5943,1774.0,0.908
2024-00096,2024-10-14,Hualpen,furgon,11.63,26.8,3,7,0.2837,4110.0,1.039
2024-00974,2024-10-14,Chiguayante,furgon,20.28,11.36,3,7,0.6663,3600.0,1.021
2024-01019,2024-10-15,San Pedro de la Paz,furgon,32.46,39.6,8,6,0.5383,8542.0,1.769
2024-01109,2024-10-15,Coronel,moto,15.78,8.56,6,15,0.5161,3009.0,0.587
2024-00145,2024-10-15,Santa Juana,camion_ligero,17.26,18.04,4,6,0.4832,4502.0,1.057
2024-01038,2024-10-15,Hualpen,furgon,16.25,12.79,1,10,0.5429,2808.0,0.783
2024-00237,2024-10-15,Santa Juana,furgon,18.27,15.45,4,19,0.821,4576.0,1.069
2024-00054,2024-10-15,Tome,furgon,10.35,9.36,1,9,0.2765,1786.0,0.512
2024-00344,2024-10-15,Coronel,furgon,18.62,21.7,5,8,0.6003,4688.0,1.267
2024-00743,2024-10-16,Concepcion,moto,15.75,7.2,2,18,0.3022,4437.0,0.863
2024-00539,2024-10-16,Hualpen,furgon,16.17,43.83,3,18,0.6594,4949.0,1.152
2024-01000,2024-10-16,Concepcion,moto,11.32,2.48,1,10,0.2693,1551.0,0.545
2024-01033,2024-10-17,Hualpen,moto,21.3,5.7,5,15,0.6666,1702.0,0.632
2024-00216,2024-10-17,Lota,furgon,20.3,20.19,2,7,0.3514,3488.0,1.026
2024-00356,2024-10-17,Talcahuano,moto,24.17,22.7,2,10,0.5638,4592.0,0.948
2024-00391,2024-10-18,Santa Juana,furgon,17.99,6.32,5,13,0.7799,2854.0,0.673
2024-00984,2024-10-18,Hualpen,furgon,8.85,9.15,1,10,0.8202,1648.0,0.565
2024-00381,2024-10-19,Hualpen,moto,16.58,30.52,4,6,0.7668,3277.0,0.488
2024-00797,2024-10-19,Penco,moto,17.15,47.51,2,10,0.7631,2051.0,0.785
2024-00264,2024-10-19,San Pedro de la Paz,furgon,13.29,21.8,3,12,0.4352,3752.0,0.692
2024-01137,2024-10-19,San Pedro de la Paz,moto,20.15,42.97,4,16,0.5395,5104.0,0.968
2024-00966,2024-10-19,Chiguayante,furgon,29.15,23.61,5,14,0.6249,5317.0,1.441
2024-00830,2024-10-19,Hualqui,furgon,18.81,17.97,7,7,0.9185,5729.0,1.297
2024-00765,2024-10-19,Lota,furgon,20.72,21.82,1,18,0.8503,3124.0,0.933
2024-00191,2024-10-21,San Pedro de la Paz,moto,12.06,21.46,2,10,0.6409,1290.0,0.451
2024-00519,2024-10-21,Chiguayante,moto,27.33,9.39,2,14,0.5127,3717.0,0.767
2024-00674,2024-10-21,Concepcion,moto,21.95,15.16,5,19,0.7617,3214.0,0.724
2024-00243,2024-10-21,Hualpen,furgon,22.58,40.5,5,18,0.4881,4923.0,1.221
2024-00566,2024-10-22,Florida,moto,19.35,25.99,7,11,0.5776,2904.0,0.904
2024-00204,2024-10-22,Santa Juana,moto,13.47,14.94,7,16,0.6177,3856.0,0.66
2024-00931,2024-10-23,Lota,furgon,13.34,13.97,3,15,0.4361,4525.0,0.95
2024-00446,2024-10-23,Hualpen,moto,2.0,29.81,6,7,0.9749,88.0,0.207
2024-00680,2024-10-23,Hualqui,camion_ligero,13.01,24.75,3,9,0.8559,5364.0,0.998
2024-00707,2024-10-24,Lota,moto,35.39,9.71,1,8,0.7373,3663.0,1.062
2024-00453,2024-10-24,San Pedro de la Paz,furgon,16.68,7.89,4,15,0.3877,4012.0,0.903
2024-00162,2024-10-24,Lota,moto,13.54,12.05,4,13,0.5344,2263.0,0.446
2024-00184,2024-10-24,Tome,furgon,12.71,29.31,4,17,0.3154,4045.0,0.922
2024-00649,2024-10-25,Hualqui,moto,25.89,25.1,7,7,0.5969,4701.0,1.342
2024-00220,2024-10-25,Santa Juana,camion_ligero,15.62,28.52,7,8,0.4577,5980.0,1.417
2024-00971,2024-10-25,Lota,furgon,19.43,14.2,3,15,0.3149,3978.0,1.118
2024-00093,2024-10-25,Hualpen,furgon,23.86,39.1,7,13,0.737,4941.0,1.162
2024-00228,2024-10-25,Hualpen,furgon,21.1,18.12,8,17,0.6449,6041.0,1.462
2024-01185,2024-10-26,Hualpen,camion_ligero,21.37,35.81,7,15,0.7329,7034.0,1.376
2024-01123,2024-10-26,Concepcion,moto,17.17,10.74,5,8,0.4115,4067.0,1.027
2024-00705,2024-10-26,Lota,moto,10.93,14.03,2,9,0.6254,2297.0,0.324
2024-01114,2024-10-27,Coronel,moto,24.29,12.01,1,13,0.4186,1556.0,0.594
2024-00137,2024-10-27,Santa Juana,furgon,18.55,31.61,4,7,0.435,3863.0,1.078
2024-00131,2024-10-28,Hualpen,furgon,16.32,51.57,2,13,0.6465,3118.0,0.798
2024-00212,2024-10-28,Santa Juana,furgon,18.61,27.94,7,17,0.4679,5603.0,1.468
2024-00394,2024-10-29,San Pedro de la Paz,moto,30.3,43.01,7,6,0.301,7032.0,1.522
2024-00899,2024-10-29,Concepcion,furgon,17.01,33.41,6,15,0.9269,3267.0,0.91
2024-00156,2024-10-30,Penco,furgon,19.61,23.13,8,18,0.4194,5023.0,1.393
2024-01138,2024-10-30,Hualqui,furgon,13.14,7.62,6,9,0.8503,2699.0,0.689
2024-01008,2024-10-30,Chiguayante,furgon,7.94,12.04,4,17,0.6087,2335.0,0.62
2024-00150,2024-10-31,Santa Juana,moto,15.49,41.43,1,12,0.559,3819.0,0.824
2024-00818,2024-10-31,Penco,moto,4.78,17.02,6,15,0.5797,2438.0,0.597
2024-00021,2024-10-31,Talcahuano,moto,19.61,3.27,3,10,0.8657,1332.0,0.592
2024-01104,2024-11-01,Concepcion,moto,10.96,4.14,2,14,0.8224,900.0,0.296
2024-00875,2024-11-01,Santa Juana,furgon,15.87,29.14,5,19,0.55,6625.0,1.209
2024-00460,2024-11-01,Florida,furgon,21.59,10.33,7,14,0.5412,4547.0,1.286
2024-00041,2024-11-02,Santa Juana,furgon,21.99,10.08,2,11,0.4873,3752.0,0.99
2024-00345,2024-11-02,Hualqui,furgon,10.3,68.32,4,6,0.7735,2768.0,0.627
2024-00533,2024-11-02,Concepcion,furgon,23.97,12.1,2,13,0.6823,3755.0,0.974
2024-00959,2024-11-02,Coronel,moto,23.97,8.62,4,7,0.6838,5026.0,1.041
2024-00789,2024-11-02,Talcahuano,camion_ligero,16.71,29.61,6,13,0.6738,5775.0,1.393
2024-01189,2024-11-02,Tome,moto,21.67,5.27,7,7,0.9381,4606.0,1.105
2024-00454,2024-11-03,San Pedro de la Paz,furgon,24.74,13.43,2,10,0.6518,3110.0,0.832
2024-00514,2024-11-03,Lota,furgon,24.59,23.05,4,13,0.8262,3170.0,0.826
2024-00040,2024-11-04,Hualqui,furgon,20.14,2.87,3,8,0.6103,3253.0,0.749
2024-00849,2024-11-05,Florida,camion_ligero,15.59,13.55,8,16,0.5013,6142.0,1.381
2024-00801,2024-11-05,Hualpen,moto,20.67,12.91,5,9,0.644,4523.0,0.853
2024-00766,2024-11-06,Hualpen,moto,20.04,33.67,7,14,0.3861,5172.0,1.243
2024-00759,2024-11-06,Lota,furgon,12.97,17.28,2,11,0.6439,3733.0,0.549
2024-00522,2024-11-07,Coronel,camion_ligero,18.09,11.77,5,11,0.8878,3920.0,1.079
2024-00219,2024-11-07,Santa Juana,moto,17.53,9.23,1,6,0.8142,2418.0,0.582
2024-00975,2024-11-07,Chiguayante,furgon,15.64,13.01,7,13,0.7972,3043.0,0.857
2024-00598,2024-11-08,Lota,furgon,18.14,6.14,7,14,0.6239,5366.0,1.169
2024-00039,2024-11-08,Concepcion,moto,29.64,17.54,8,15,0.437,5904.0,1.238
2024-00439,2024-11-08,Hualqui,furgon,19.73,36.0,7,15,0.8294,4829.0,1.111
2024-00618,2024-11-09,Chiguayante,furgon,17.57,33.04,4,6,0.6481,3205.0,0.834
2024-00088,2024-11-10,Florida,furgon,12.65,1.03,6,14,0.8653,2210.0,0.737
2024-00355,2024-11-10,Hualpen,furgon,26.5,38.15,4,6,0.5042,5656.0,1.363
2024-00980,2024-11-10,Florida,moto,19.91,16.74,2,18,0.7668,4562.0,0.881
2024-00989,2024-11-10,Talcahuano,moto,15.3,32.83,4,19,0.504,3791.0,0.9
2024-01177,2024-11-11,Coronel,camion_ligero,14.04,18.26,4,6,0.6657,2492.0,0.653
2024-00415,2024-11-11,Talcahuano,camion_ligero,13.8,2.55,5,12,0.4354,3976.0,0.881
2024-00821,2024-11-12,Penco,moto,23.45,16.89,3,7,0.6082,2628.0,0.865
2024-01088,2024-11-12,Santa Juana,moto,11.55,54.92,7,16,0.4763,4713.0,1.156
2024-00710,2024-11-12,Santa Juana,furgon,21.27,10.69,4,10,0.2406,3391.0,0.998
2024-00879,2024-11-12,Hualpen,camion_ligero,11.53,11.29,8,6,0.6011,2443.0,0.846
2024-00485,2024-11-12,Tome,furgon,4.66,17.66,2,13,0.4584,881.0,0.15
2024-00395,2024-11-14,Tome,moto,17.92,6.45,2,8,0.6676,1982.0,0.535
2024-00171,2024-11-14,Florida,furgon,18.73,11.54,6,8,0.0796,5459.0,1.2
2024-00068,2024-11-14,Hualqui,camion_ligero,15.24,18.97,4,9,0.4113,6539.0,1.398
2024-01083,2024-11-14,Chiguayante,moto,17.29,21.53,1,11,0.6732,2471.0,0.452
2024-00419,2024-11-14,San Pedro de la Paz,furgon,22.93,26.6,5,10,0.5856,4648.0,0.832
2024-00764,2024-11-15,San Pedro de la Paz,moto,15.71,29.85,6,9,0.6294,4649.0,0.823
2024-01032,2024-11-15,Coronel,moto,12.88,17.12,4,18,0.6806,2794.0,0.73
2024-00428,2024-11-16,Hualqui,furgon,14.88,16.69,7,15,0.4638,4662.0,1.149
2024-00843,2024-11-16,Chiguayante,furgon,31.16,10.35,4,14,0.6329,5357.0,1.21
2024-00758,2024-11-16,Florida,camion_ligero,16.73,18.34,7,19,0.8275,6267.0,1.29
2024-01007,2024-11-16,Chiguayante,moto,17.82,8.45,7,12,0.5429,5165.0,1.173
2024-00254,2024-11-16,Penco,furgon,26.44,2.32,3,10,1.0,5267.0,1.119
2024-00038,2024-11-16,Florida,camion_ligero,35.18,16.95,5,10,0.3133,10754.0,2.176
2024-00386,2024-11-16,Penco,camion_ligero,28.31,8.96,1,11,0.6952,5089.0,1.417
2024-01187,2024-11-16,Hualqui,furgon,14.09,46.0,1,17,0.8544,3774.0,0.929
2024-00714,2024-11-17,Lota,moto,21.86,7.84,3,18,0.4733,2789.0,0.847
2024-00770,2024-11-17,Chiguayante,moto,29.44,20.68,1,14,0.8413,1592.0,0.695
2024-00738,2024-11-17,Hualpen,furgon,20.21,21.25,3,19,0.691,4861.0,1.139
2024-01183,2024-11-17,San Pedro de la Paz,camion_ligero,21.71,27.93,4,13,0.776,5616.0,1.214
2024-01192,2024-11-18,Tome,moto,30.41,4.46,3,15,0.8046,4272.0,1.026
2024-00033,2024-11-19,Concepcion,moto,17.44,10.6,1,14,0.7594,1502.0,0.43
2024-00508,2024-11-19,Santa Juana,furgon,3.06,12.88,7,12,0.5403,421.0,0.275
2024-00547,2024-11-19,Lota,furgon,29.71,19.14,5,15,0.6652,3526.0,1.034
2024-00781,2024-11-19,Concepcion,moto,29.84,19.77,3,12,0.8426,3096.0,0.865
2024-00004,2024-11-20,Hualqui,furgon,12.66,17.95,3,9,0.6408,2733.0,0.804
2024-00639,2024-11-21,Coronel,camion_ligero,19.65,9.99,5,11,0.7039,3697.0,0.858
2024-00113,2024-11-21,Tome,furgon,3.89,24.51,6,16,0.609,464.0,0.188
2024-01024,2024-11-21,Hualpen,furgon,14.54,14.71,4,7,0.5792,5260.0,1.081
2024-00285,2024-11-21,Talcahuano,camion_ligero,24.01,32.15,2,7,0.5606,5978.0,1.595
2024-00978,2024-11-22,Hualpen,moto,17.25,13.2,2,6,0.3963,3333.0,0.684
2024-00056,2024-11-22,Coronel,camion_ligero,31.27,27.38,4,10,0.5037,9319.0,1.958
2024-00197,2024-11-23,Lota,furgon,13.5,26.0,7,17,0.7759,3625.0,0.882
2024-00985,2024-11-23,Penco,furgon,20.88,30.37,3,12,0.7176,3328.0,0.738
2024-00556,2024-11-24,Concepcion,furgon,25.21,8.54,4,17,0.5154,7002.0,1.374
2024-00653,2024-11-24,Coronel,moto,21.2,19.51,7,16,0.5356,4323.0,1.06
2024-00066,2024-11-24,Talcahuano,moto,26.81,15.53,6,14,0.581,4803.0,1.038
2024-01122,2024-11-24,Hualpen,camion_ligero,9.8,26.91,3,14,0.6272,3359.0,0.85
2024-00338,2024-11-24,Penco,furgon,27.14,26.29,1,9,0.4145,8889.0,1.686
2024-00960,2024-11-25,Talcahuano,moto,20.09,50.38,4,18,0.6592,2519.0,1.044
2024-00521,2024-11-25,Talcahuano,furgon,9.24,25.87,8,11,0.5372,3510.0,0.646
2024-01141,2024-11-25,Santa Juana,camion_ligero,8.68,12.92,1,11,0.827,2963.0,0.388
2024-00224,2024-11-25,Tome,furgon,25.91,19.72,4,10,0.6861,5056.0,1.334
2024-00679,2024-11-26,Talcahuano,camion_ligero,21.69,21.84,8,11,0.6347,6027.0,1.426
2024-01052,2024-11-26,Lota,moto,17.41,39.53,5,6,0.2721,1962.0,0.778
2024-00979,2024-11-27,Hualpen,moto,19.71,6.46,7,12,0.7767,2932.0,0.93
2024-00305,2024-11-28,San Pedro de la Paz,moto,18.48,6.55,4,10,0.6121,2520.0,0.633
2024-00267,2024-11-28,Coronel,furgon,30.76,24.97,5,6,0.7993,5229.0,1.187
2024-00496,2024-11-29,Penco,furgon,22.84,7.58,8,17,0.5653,7220.0,1.64
2024-00101,2024-11-29,Florida,furgon,7.23,43.45,5,12,0.8081,2310.0,0.49
2024-00516,2024-11-29,Talcahuano,moto,17.03,19.97,6,15,0.4656,3646.0,0.736
2024-00125,2024-11-30,Lota,furgon,19.05,34.48,7,10,0.5624,3741.0,0.936
2024-00621,2024-11-30,Hualpen,moto,20.95,25.46,6,10,0.6971,2852.0,0.722
2024-00361,2024-11-30,Hualqui,furgon,12.31,16.13,2,12,0.7431,1457.0,0.431
2024-00202,2024-12-01,Hualqui,furgon,20.35,12.75,5,14,0.8212,4005.0,1.006
2024-00108,2024-12-01,Talcahuano,moto,11.18,22.13,5,17,0.6451,1740.0,0.473
2024-01044,2024-12-01,Florida,camion_ligero,6.84,17.69,3,15,0.7479,782.0,0.224
2024-00644,2024-12-01,San Pedro de la Paz,moto,16.53,44.8,4,19,0.5528,3534.0,0.78
2024-00365,2024-12-01,Penco,camion_ligero,24.7,12.56,5,8,0.1168,8687.0,1.905
2024-00147,2024-12-01,Coronel,moto,25.0,15.97,7,11,0.5837,4259.0,1.099
2024-00912,2024-12-02,Florida,moto,12.4,19.65,5,18,0.8122,4123.0,0.854
2024-00793,2024-12-02,Tome,camion_ligero,9.58,11.81,1,12,0.5717,1786.0,0.595
2024-00651,2024-12-02,Tome,moto,34.12,12.93,5,13,0.5177,3920.0,0.983
2024-00455,2024-12-02,Hualpen,camion_ligero,2.0,4.87,5,19,0.6153,1521.0,0.438
2024-00909,2024-12-03,San Pedro de la Paz,moto,10.58,43.05,1,16,0.7375,2407.0,0.403
2024-00896,2024-12-04,Penco,camion_ligero,14.17,12.11,6,13,0.7174,2545.0,0.708
2024-00431,2024-12-04,Hualqui,furgon,16.7,15.1,7,6,0.511,4766.0,1.048
2024-00366,2024-12-04,Florida,furgon,12.67,11.92,6,17,0.7812,1841.0,0.648
2024-00102,2024-12-05,Concepcion,furgon,19.22,40.34,6,19,0.7637,4046.0,1.124
2024-00919,2024-12-06,San Pedro de la Paz,furgon,24.3,36.34,1,12,0.9308,4217.0,0.862
2024-00790,2024-12-06,San Pedro de la Paz,furgon,12.8,17.48,3,9,0.8619,2454.0,0.728
2024-00175,2024-12-06,Hualpen,moto,11.97,28.85,2,13,0.8679,2894.0,0.486
2024-00808,2024-12-07,Tome,moto,22.34,37.37,6,6,0.7843,1089.0,0.573
2024-00385,2024-12-08,Talcahuano,moto,30.9,21.56,5,15,0.3628,6162.0,1.334
2024-00132,2024-12-09,Hualpen,furgon,27.33,15.27,7,12,0.2871,5895.0,1.714
2024-01149,2024-12-09,Hualqui,moto,14.61,7.68,2,11,0.5561,752.0,0.476
2024-00846,2024-12-09,Tome,camion_ligero,31.49,16.77,3,16,0.6269,7277.0,1.642
2024-00670,2024-12-10,Hualpen,moto,11.58,21.92,2,10,0.607,2413.0,0.586
2024-00011,2024-12-10,Florida,moto,2.0,36.35,6,18,0.5954,300.0,0.15
2024-00095,2024-12-10,Talcahuano,furgon,16.16,8.96,7,17,0.7997,5690.0,1.16
2024-00229,2024-12-10,Coronel,furgon,25.09,16.93,6,8,0.3938,6443.0,1.564
2024-00585,2024-12-10,Hualqui,moto,15.39,3.63,1,17,0.7688,4049.0,0.738
2024-00857,2024-12-10,Talcahuano,furgon,16.45,7.29,8,18,0.6702,3270.0,1.026
2024-00910,2024-12-11,Florida,moto,15.84,12.56,8,6,0.7587,2428.0,0.721
2024-00607,2024-12-11,Lota,moto,17.25,21.35,3,14,0.264,3496.0,0.853
2024-01092,2024-12-11,Concepcion,furgon,8.24,4.72,6,8,0.6868,3245.0,0.589
2024-00397,2024-12-11,Chiguayante,moto,14.84,20.78,7,12,0.6977,3516.0,0.751
2024-01139,2024-12-12,Hualqui,moto,18.18,11.63,6,12,0.5145,2663.0,0.82
