Suburb,Type,Regionname,Rooms,Distance,Price,pred_Random_Forest,pred_Gradient_Boosting,pred_HistGradientBoosting,suburbio_nuevo
Surrey Hills,h,Southern Metropolitan,3,10.2,2225000.0,1966701.446969062,1711097.7737504595,1732473.4833353045,False
Surrey Hills,h,Southern Metropolitan,2,10.2,1950000.0,1260478.9471488483,1179175.987809245,1091005.0062940777,False
Surrey Hills,h,Southern Metropolitan,4,10.2,2550000.0,2146121.280900092,2240570.4114507968,2272216.393691799,False
Surrey Hills,u,Southern Metropolitan,2,10.2,830000.0,613838.7893458336,646268.144924347,634281.7022301208,False
Sydenham,h,Western Metropolitan,4,18.0,740000.0,689131.7225505126,644147.8028952965,612355.8485039667,True
Sydenham,h,Western Metropolitan,3,18.0,620000.0,536809.914823299,478235.76137292106,475962.80654411414,True
Tarneit,h,Western Metropolitan,4,18.4,463500.0,674512.4451270833,748734.8056949691,703260.0854529119,True
Tarneit,h,Western Metropolitan,3,18.4,530000.0,565914.875975599,564353.282524906,546614.1551464138,True
Tarneit,h,Western Metropolitan,3,18.4,446000.0,558692.6810847868,647540.078042321,565255.5173419451,True
Taylors Hill,h,Western Metropolitan,3,18.0,520000.0,558361.4360163059,511705.2449026894,515619.00830596074,True
Taylors Hill,h,Western Metropolitan,3,18.0,530000.0,523455.9275878633,454481.975339117,481088.5566306714,True
Taylors Hill,h,Western Metropolitan,5,18.0,725500.0,772011.5428139708,716206.8364016531,801781.7079819023,True
Taylors Lakes,h,Western Metropolitan,4,15.5,688000.0,636535.8655388933,623410.225938623,639378.9204856227,True
Taylors Lakes,h,Western Metropolitan,3,15.5,630000.0,602986.3618621517,598110.1147940526,598746.3342099615,True
Taylors Lakes,h,Western Metropolitan,4,15.5,800000.0,762736.1217378696,746168.6042494306,756965.459163828,True
Taylors Lakes,h,Western Metropolitan,3,15.5,760000.0,577568.242564098,537280.9667317396,529840.6794596281,True
Taylors Lakes,t,Western Metropolitan,3,15.5,502000.0,493890.37895237707,406388.18264380563,422250.7916380501,True
Templestowe,h,Eastern Metropolitan,4,15.5,1275000.0,1102075.1317606156,920176.5177901179,884643.611819017,True
Templestowe,h,Eastern Metropolitan,5,15.5,1300000.0,1094468.4030992577,1262003.5670957097,1090933.5057420146,True
Templestowe Lower,h,Eastern Metropolitan,4,12.4,1215000.0,1214417.9465237416,1249025.9141093951,1139058.7553294003,False
Templestowe Lower,h,Eastern Metropolitan,4,12.4,1320000.0,1267313.1166591288,1350609.5409198517,1270776.7267701232,False
Templestowe Lower,t,Eastern Metropolitan,2,12.4,731000.0,671610.25237024,648238.5395669689,634892.3267735627,False
Thomastown,h,Northern Metropolitan,3,15.3,651000.0,426683.17521101434,433329.3714190775,469703.5875823567,True
Thomastown,h,Northern Metropolitan,3,15.3,631000.0,436184.51285232755,441470.3643637868,504633.694107925,True
Thomastown,h,Northern Metropolitan,3,15.3,715500.0,485437.7115990762,485404.0714350062,528560.5319112993,True
Thornbury,h,Northern Metropolitan,3,7.0,1110000.0,1067577.6175873545,1043983.9365518031,1041618.0176044912,False
Toorak,u,Southern Metropolitan,2,4.1,735000.0,684184.9515910723,683588.9500602185,689691.1224100764,False
Toorak,u,Southern Metropolitan,2,4.1,920000.0,821991.8305420459,791527.4882934503,806812.7383051129,False
Toorak,u,Southern Metropolitan,1,4.1,350000.0,388237.08700521546,402370.3668732489,394433.5571407902,False
Tullamarine,h,Western Metropolitan,3,12.9,822000.0,764898.2579588735,739742.703277775,776180.0320605137,True
Vermont,h,Eastern Metropolitan,3,17.2,988000.0,1221591.020395647,1038210.3775423829,1135033.8458419119,True
Wantirna South,h,Eastern Metropolitan,3,14.7,855000.0,1239858.994122875,1120652.3690807128,1128870.4098283607,True
Wantirna South,t,Eastern Metropolitan,3,14.7,630000.0,811226.0129057922,666472.7651733863,730514.5716536104,True
Watsonia,h,Northern Metropolitan,3,14.5,830000.0,669790.8365119639,672073.1813196469,656633.3825909195,False
Watsonia North,h,Northern Metropolitan,3,14.5,710000.0,699464.4319652898,658110.9496863601,675382.8239880597,True
Watsonia North,h,Northern Metropolitan,3,14.5,850000.0,810012.4961362304,750646.9594589811,741413.1876537062,True
Werribee,h,Western Metropolitan,3,14.7,383000.0,589486.3586705469,651006.685553245,663926.5965644985,True
Werribee,h,Western Metropolitan,4,14.7,463000.0,696537.1234488663,800844.3751637251,764322.3698465725,True
Werribee,h,Western Metropolitan,3,14.7,471500.0,595153.6185610547,674748.6132416753,684973.396294353,True
Werribee,h,Western Metropolitan,3,14.7,412500.0,595202.9448434877,680818.778272477,685660.8202458547,True
Werribee,h,Western Metropolitan,3,14.7,452000.0,582813.7474955348,654591.6697992885,635845.2883469351,True
Werribee,h,Western Metropolitan,4,14.7,665000.0,776347.4871321535,851749.4130059495,992713.9804917302,True
Werribee,h,Western Metropolitan,3,14.7,485000.0,667529.0976914464,638449.6100487363,716895.6548014864,True
Werribee,h,Western Metropolitan,4,14.7,510000.0,709317.1734448184,724649.9173811997,809221.5696073595,True
West Footscray,h,Western Metropolitan,3,6.4,850000.0,955817.1526904706,865694.5189990887,925870.8231136237,False
West Footscray,h,Western Metropolitan,3,6.4,915000.0,860772.1675098852,860712.9133973499,924309.8220733752,False
Wheelers Hill,h,South-Eastern Metropolitan,5,16.7,1591000.0,1353388.5412179409,1406299.6847326523,1419239.417520738,True
Wheelers Hill,h,South-Eastern Metropolitan,5,16.7,1490000.0,1263868.758950605,1176502.4432605763,1074521.0793916623,True
Williamstown,h,Western Metropolitan,4,6.8,1440000.0,1299547.2466094422,1447805.826895888,1558230.049232137,False
Wollert,h,Northern Metropolitan,3,25.5,400000.0,488766.13458658586,462101.7482405226,465375.47742954124,True
Yarra Glen,h,Northern Victoria,3,31.4,620000.0,927432.2122864856,614809.4379807665,646289.8519798304,True
Yarraville,h,Western Metropolitan,2,6.3,900000.0,810967.9729300558,987285.6959928387,1002696.9611757121,False
Yarraville,h,Western Metropolitan,4,6.3,1407000.0,1184294.5180255426,1152299.9540417918,1097478.2635308728,False
Yarraville,h,Western Metropolitan,2,6.3,1044000.0,874862.4828262533,791547.059547151,875000.5991220005,False
Airport West,t,Western Metropolitan,3,10.4,780000.0,695339.9798338294,756932.2251386406,698020.8222260127,False
Albanvale,h,Western Metropolitan,3,14.0,555000.0,545879.6086859487,524370.3427897509,492062.7930722134,True
Albion,h,Western Metropolitan,3,10.5,613000.0,619178.2069634694,587008.0377284791,567345.7962968616,False
Albion,t,Western Metropolitan,2,10.5,340000.0,472957.65445535566,396087.3999939675,369420.1943581108,False
Albion,t,Western Metropolitan,3,10.5,580000.0,505852.7257712483,471270.65684073995,511135.21787686425,False
Ardeer,h,Western Metropolitan,3,12.8,627000.0,684518.8193691672,678812.5238012981,675686.1639806248,True
Armadale,u,Southern Metropolitan,1,6.3,380000.0,372310.5246549259,410295.77124628803,392301.66614824545,False
Armadale,u,Southern Metropolitan,2,6.3,631500.0,595015.976707307,631416.3384231499,597111.3702482544,False
Ascot Vale,t,Western Metropolitan,3,4.3,1185000.0,951465.313478007,1010747.9930468074,960680.7875791169,False
Ashwood,h,Southern Metropolitan,4,10.2,1540000.0,1773163.742806871,1855574.4040259884,1663274.0006720233,False
Aspendale,h,South-Eastern Metropolitan,4,21.5,1510000.0,925962.0476158665,844647.3036615308,819957.4670296602,True
Balwyn,h,Southern Metropolitan,5,7.9,3812000.0,2535822.2650796734,2854313.9935308173,2827779.9106481625,False
Balwyn,t,Southern Metropolitan,4,7.9,1450000.0,1404764.1757775042,1517528.1443871288,1482962.2302558848,False
Balwyn North,u,Southern Metropolitan,3,9.7,1600000.0,985939.1119139337,1092870.616009917,1013254.3886596798,False
Balwyn North,u,Southern Metropolitan,2,9.7,950000.0,758400.2282105904,629938.9997074573,686419.1833979505,False
Balwyn North,h,Southern Metropolitan,4,9.7,1755000.0,1872900.2437765147,1882908.0169019306,1856330.6440140218,False
Bayswater,h,Eastern Metropolitan,3,23.2,606000.0,976451.8169043019,833644.2624826472,815634.27490843,True
Beaconsfield,u,Eastern Victoria,3,39.0,537000.0,727111.0612065986,623850.5711327635,631524.4066188806,True
Beaumaris,t,Southern Metropolitan,3,17.3,900000.0,829166.2997016797,804210.1202194827,806137.7051552805,True
Beaumaris,h,Southern Metropolitan,3,17.3,1500000.0,1056849.8507039808,1094257.0159981176,1051149.6405544216,True
Bentleigh,t,Southern Metropolitan,3,11.4,1435000.0,1178510.1311537472,1154982.8896995168,1198945.3109012716,False
Bentleigh East,u,Southern Metropolitan,2,13.8,592000.0,647547.713820254,616341.9603937892,617185.8480182949,False
Bentleigh East,h,Southern Metropolitan,3,13.8,900000.0,902866.6183314922,940539.7202286792,918692.9119431274,False
Bentleigh East,h,Southern Metropolitan,4,13.8,1780000.0,1317592.8127155667,1305301.4717507814,1406317.2220952278,False
Bentleigh East,t,Southern Metropolitan,3,13.8,1260000.0,1022764.7294306676,976073.9682308467,1038864.6761294293,False
Berwick,h,Eastern Victoria,3,35.2,620000.0,1265378.5991775524,956413.9960886361,1037997.2042457196,True
Black Rock,u,Southern Metropolitan,2,17.3,600000.0,586683.6099567853,522501.24177022517,530141.4673410814,True
Black Rock,t,Southern Metropolitan,3,17.3,1215000.0,1088891.9759329653,1071026.8968541971,1042620.8014906571,True
Blackburn South,u,Eastern Metropolitan,2,13.4,615000.0,561873.7324142118,571881.403057263,524521.3415743753,True
Boronia,h,Eastern Metropolitan,3,25.0,790000.0,1322187.5441233432,1239048.0232830865,1303958.636553669,True
Boronia,h,Eastern Metropolitan,4,25.0,770000.0,1359279.43957693,1059576.625664733,1115835.8103069242,True
Box Hill,h,Eastern Metropolitan,4,10.9,1831000.0,1438457.5901159064,1399260.3873241583,1455407.8166162411,False
Braybrook,h,Western Metropolitan,3,8.6,800000.0,867890.8606312298,804616.0607652928,813076.7423517685,False
Brighton,u,Southern Metropolitan,2,10.5,845000.0,649122.7517704805,643915.7290665887,691693.261092686,False
Brighton,u,Southern Metropolitan,1,10.5,495000.0,453238.30182609346,453522.6693847615,477070.3814973402,False
Brighton,u,Southern Metropolitan,2,10.5,760000.0,719613.8912645944,632864.0133251908,622118.86064654,False
Brighton,h,Southern Metropolitan,3,10.5,1240000.0,1384231.4380137455,1504279.4754386481,1357967.3242447008,False
Broadmeadows,h,Northern Metropolitan,3,14.0,586000.0,560094.8055791791,551144.0988344246,536937.0771645729,True
Broadmeadows,h,Northern Metropolitan,4,14.0,706000.0,657874.3705147193,579901.3483397075,666067.3240609587,True
Broadmeadows,h,Northern Metropolitan,3,14.0,550000.0,565431.3879887231,564604.5431192208,526970.9113813611,True
Brookfield,h,Western Victoria,4,29.8,456000.0,607857.4461058177,594738.2959708136,676022.5108295834,True
Brooklyn,u,Western Metropolitan,2,6.4,555000.0,694918.6236232196,558200.7316635225,601916.0384224523,False
Brunswick,h,Northern Metropolitan,2,5.2,650000.0,615617.5223028614,614742.0110262827,627431.8785069191,False
Brunswick,h,Northern Metropolitan,4,5.2,1080000.0,1238825.9917361143,1094473.5219313395,1045214.79200245,False
Brunswick East,h,Northern Metropolitan,2,4.0,620000.0,877634.9720911342,922016.494732077,864335.7114689891,False
Brunswick East,h,Northern Metropolitan,2,4.0,683000.0,763685.8002150495,846898.1826077811,734188.3464981191,False
Brunswick East,h,Northern Metropolitan,2,4.0,501000.0,696127.2201537014,744911.3495742833,664266.0016427209,False
Brunswick East,u,Northern Metropolitan,2,4.0,615000.0,540360.041931069,512785.7427943128,521251.5345906505,False
Brunswick East,h,Northern Metropolitan,2,4.0,1220000.0,1006200.7019124649,1160601.2227642487,1165099.2761636947,False
Brunswick West,h,Northern Metropolitan,2,5.2,1150000.0,1007110.5785739084,1058947.1313235434,1132794.8569685875,False
Brunswick West,u,Northern Metropolitan,2,5.2,400000.0,567480.5095937236,507741.81466437795,496496.5520677633,False
Burwood,h,Southern Metropolitan,3,10.4,1750500.0,1639974.8958145063,1640702.038193366,1579272.0502706366,False
Burwood East,u,Eastern Metropolitan,3,14.7,835000.0,907928.1122330533,780141.50261925,855360.5602723939,True
Cairnlea,h,Western Metropolitan,3,14.8,640000.0,560357.0997358117,538700.3255891418,523091.7507748913,True
Camberwell,t,Southern Metropolitan,3,7.7,1280000.0,1262808.120562561,1302905.4556171831,1355235.6993825305,False
Camberwell,h,Southern Metropolitan,5,7.7,2400000.0,2199755.0230186223,1770559.3140234316,1882401.8571024365,False
Camberwell,u,Southern Metropolitan,2,7.7,682000.0,695494.2729150928,671624.3837407685,713937.9308487213,False
Camberwell,h,Southern Metropolitan,4,7.7,2500000.0,2278306.9582275,2398882.6332752244,2431653.696964155,False
Camberwell,u,Southern Metropolitan,3,7.7,682000.0,753085.611959243,906520.5191078453,902082.9142751248,False
Camberwell,u,Southern Metropolitan,2,7.7,600800.0,551694.2327983789,574331.0265389275,581114.3436308521,False
Carlton,h,Northern Metropolitan,3,1.6,920000.0,1348819.0024406298,1193302.954648792,1154858.6045876862,False
Carlton North,h,Northern Metropolitan,2,3.5,1690000.0,1196101.5816826033,1174279.780154189,1230690.18416569,False
Carnegie,u,Southern Metropolitan,2,10.1,680000.0,733467.7208224271,656590.7863736539,679864.4060240792,False
Carnegie,u,Southern Metropolitan,1,10.1,316000.0,318335.83804329607,261580.831270882,276490.75323274947,False
Carnegie,u,Southern Metropolitan,3,10.1,1151000.0,980316.6166466664,954677.7526228988,929639.145519957,False
Caroline Springs,h,Western Metropolitan,3,14.8,518000.0,507127.24647701305,428583.6641361033,445293.11536873376,True
Carrum,h,South-Eastern Metropolitan,3,31.2,625000.0,1132279.6069428895,724471.8557692164,909342.5113393267,True
Carrum Downs,h,South-Eastern Metropolitan,3,34.9,480000.0,998327.6914013494,770517.9193600211,812738.0839376013,True
Chadstone,t,Southern Metropolitan,5,11.7,1050000.0,1086589.979173257,1035027.3988916432,1023662.2585587897,False
Chelsea,h,South-Eastern Metropolitan,3,27.0,750000.0,919093.4746489485,713959.2882814799,687838.3192085159,True
Chelsea Heights,h,South-Eastern Metropolitan,5,27.0,835500.0,1375651.1787242144,1179163.6041303258,1378233.8915312607,True
Cheltenham,h,Southern Metropolitan,4,17.9,1740000.0,1498612.663182647,1451784.6318742773,1327183.3877348048,True
Cheltenham,u,Southern Metropolitan,2,17.9,560000.0,718890.7791716817,630932.5719328178,678643.5890717413,True
Cheltenham,t,Southern Metropolitan,2,17.9,751000.0,746689.454957661,646327.4916264744,666607.07574508,True
Clarinda,h,South-Eastern Metropolitan,5,17.5,976000.0,1102200.956132425,1018886.1317858963,989998.9714473691,True
Clifton Hill,h,Northern Metropolitan,4,3.6,1662500.0,1669063.4224202796,1679248.1987392963,1710481.6802445496,False
Clifton Hill,u,Northern Metropolitan,2,3.6,591000.0,509790.2511833975,501590.9648079045,478536.58112645836,False
Coburg,h,Northern Metropolitan,2,6.7,650000.0,766836.128940665,668788.4894312333,744071.1556797833,False
Coburg,h,Northern Metropolitan,4,6.7,1400000.0,1090060.4537441214,1273822.0167286578,1156922.866021565,False
Coburg,h,Northern Metropolitan,2,6.7,996000.0,861751.2035719042,827237.6071586754,835902.4671889141,False
Coburg,u,Northern Metropolitan,1,6.7,430000.0,298415.9014249676,351298.463989661,372284.5315337963,False
Coburg North,h,Northern Metropolitan,4,6.7,1011000.0,1103325.7911093216,1168079.4235120253,1153872.4343373226,False
Coburg North,h,Northern Metropolitan,3,6.7,770000.0,1032217.6437569594,957578.6615505066,1029622.9268308694,False
Coburg North,t,Northern Metropolitan,3,6.7,830000.0,880690.5370038046,841872.083624639,868666.0434144725,False
Coolaroo,h,Northern Metropolitan,3,17.4,455000.0,422281.7652357217,428398.4411202685,441457.11530179,True
Craigieburn,h,Northern Metropolitan,4,20.6,510000.0,608313.0897119995,394245.99408013985,532084.2063866911,True
Craigieburn,h,Northern Metropolitan,4,20.6,590000.0,675652.4049261329,562535.0816580075,676282.8958063466,True
Craigieburn,h,Northern Metropolitan,3,20.6,390000.0,447249.99143090507,409371.73231076816,430906.0549066296,True
Cranbourne North,h,South-Eastern Metropolitan,4,34.7,500000.0,1104081.810984935,946929.9398470015,908003.565309492,True
Croydon,h,Eastern Metropolitan,2,23.0,1150000.0,1502163.9724881481,1067957.8136927455,894826.0657237578,True
Croydon,h,Eastern Metropolitan,3,23.0,745000.0,937254.5685882551,917034.0807479518,870479.2384708218,True
Croydon,h,Eastern Metropolitan,3,23.0,928000.0,1339456.4021645735,1182905.4720704649,1253950.4805064376,True
Croydon Hills,h,Eastern Metropolitan,4,23.0,1020000.0,1463994.4862458706,1321649.377210673,1578486.6677793697,True
Dandenong North,u,South-Eastern Metropolitan,4,24.7,617000.0,900222.5321586998,715160.2558307827,824433.1035387225,True
Doncaster,h,Eastern Metropolitan,3,12.4,1420000.0,1389083.4348868767,1250341.780481959,1359909.8393467313,False
Doncaster East,h,Eastern Metropolitan,3,14.3,1120000.0,1199031.941368998,1143036.9042564018,1164760.114366986,True
Doncaster East,h,Eastern Metropolitan,6,14.3,1655000.0,1328574.1380319844,1323922.8571674714,1168974.508061357,True
Doncaster East,t,Eastern Metropolitan,3,14.3,970000.0,926861.4120235848,890434.9502881817,842888.0906975919,True
Doncaster East,h,Eastern Metropolitan,4,14.3,1225000.0,1295662.9047461303,1108478.5807638764,1194837.7788945963,True
Doncaster East,t,Eastern Metropolitan,3,14.3,1120000.0,890270.7996226854,752734.9512468443,749626.8202723779,True
Doncaster East,h,Eastern Metropolitan,3,14.3,1460000.0,1210206.2553086793,1096735.1892135062,1053247.611844384,True
Doreen,h,Northern Victoria,4,25.9,500000.0,809310.0924148083,662080.9287421985,635691.4636899885,True
Doreen,h,Northern Victoria,4,25.9,531000.0,786403.0664224977,569022.1857225363,662053.0629513569,True
Doveton,h,South-Eastern Metropolitan,3,28.8,508000.0,1136102.38470758,1013923.4284663844,1006427.0783039371,True
Doveton,h,South-Eastern Metropolitan,3,28.8,450000.0,1035802.3964919391,807113.7932240143,721930.9788861532,True
Eaglemont,h,Eastern Metropolitan,4,8.9,3300000.0,2288047.9087599493,2264388.214163925,2301944.6626402102,False
Edithvale,u,South-Eastern Metropolitan,4,27.0,700000.0,850445.4238576542,622047.3963928026,667385.2118371007,True
Elsternwick,u,Southern Metropolitan,2,7.2,834500.0,725913.1615553328,779155.5578302604,761862.271141204,False
Eltham North,h,Eastern Metropolitan,4,18.0,850000.0,932004.5994908733,839212.3649053521,762546.4646522347,True
Eltham North,h,Eastern Metropolitan,4,18.0,920000.0,1445247.6712397905,1363038.8500212743,1095207.2580379543,True
Eltham North,h,Eastern Metropolitan,5,18.0,850000.0,973326.8209006179,900279.7765282702,834096.2336291434,True
Elwood,u,Southern Metropolitan,2,7.2,930000.0,668698.1395005721,721531.0890861852,695485.0187378612,False
Elwood,u,Southern Metropolitan,2,7.2,720000.0,812296.828252811,831828.8057521022,874833.7135106975,False
Elwood,t,Southern Metropolitan,3,7.2,1035000.0,1051402.8919787803,1222894.92570573,1061298.1306147964,False
Elwood,h,Southern Metropolitan,3,7.2,1820000.0,1375051.316144332,1534713.7851095663,1544839.2074739279,False
Elwood,t,Southern Metropolitan,2,7.2,710000.0,800839.5714148317,743730.2556091332,744926.7595244263,False
Elwood,u,Southern Metropolitan,2,7.2,715000.0,592171.2511575213,626388.7971382712,643000.3445859521,False
Emerald,h,Eastern Victoria,2,36.9,655000.0,1476974.385607864,788375.5985172548,822711.5809413119,True
Endeavour Hills,h,South-Eastern Metropolitan,3,28.5,630000.0,1120183.8491772374,883492.144432369,795154.5940589439,True
Endeavour Hills,h,South-Eastern Metropolitan,5,28.5,1015000.0,1286286.4555361245,1056825.3472334945,1050287.4611828735,True
Endeavour Hills,h,South-Eastern Metropolitan,3,28.5,676000.0,1266277.3204780738,955324.5166701331,956598.8839071633,True
Endeavour Hills,h,South-Eastern Metropolitan,3,28.5,580000.0,1138940.8363518366,959508.6215411891,986722.0938977195,True
Epping,h,Northern Metropolitan,4,19.6,658000.0,667989.1508825575,507417.19460538577,595019.5132564367,True
Epping,h,Northern Metropolitan,3,19.6,500000.0,499536.35452745063,471716.99791992194,538085.770645821,True
Epping,h,Northern Metropolitan,3,19.6,560000.0,499182.2732077298,504215.28742971725,525310.3139282647,True
Epping,u,Northern Metropolitan,2,19.6,503000.0,574426.3709324574,420213.37574613234,547638.6890816384,True
Essendon,u,Western Metropolitan,2,7.5,468000.0,450562.3610194512,496538.4274391082,478038.77917007916,False
Essendon,t,Western Metropolitan,3,7.5,1002000.0,867884.9619858478,926007.1464236816,897490.3808900442,False
Essendon,h,Western Metropolitan,3,7.5,1315000.0,949201.8890036327,1096524.9574854756,1056455.34145566,False
Essendon,u,Western Metropolitan,2,7.5,550000.0,475638.6097299951,543632.8413209846,514916.7929387164,False
Essendon,h,Western Metropolitan,3,7.5,1875000.0,1285521.112198829,1342275.4745159468,1368677.7541088809,False
Fairfield,h,Northern Metropolitan,3,5.7,1800000.0,1439573.7263422394,1377817.8843799836,1443230.3143932004,False
Fawkner,h,Northern Metropolitan,3,13.1,661000.0,626728.6437733104,664898.7559196209,613375.7658619273,False
Ferntree Gully,h,Eastern Metropolitan,3,24.8,861000.0,1272096.4581122925,1037936.7094576919,1077934.7905148414,True
Ferntree Gully,h,Eastern Metropolitan,3,24.8,760000.0,1363408.664816162,1140798.1101303597,1304937.6611627096,True
Ferntree Gully,h,Eastern Metropolitan,4,24.8,890000.0,1355900.42625159,1110400.7086568645,1195547.0145617824,True
Footscray,u,Western Metropolitan,2,5.1,370000.0,419910.3295226937,414357.72109106276,410774.1510572175,False
Footscray,h,Western Metropolitan,2,5.1,957000.0,814484.8247599667,785822.012790849,753593.1980524907,False
Frankston,u,South-Eastern Metropolitan,2,38.0,266000.0,502871.4935018305,377346.0486511487,446510.4674207117,True
Frankston,h,South-Eastern Metropolitan,4,38.0,680000.0,1339475.45425839,1082802.9038100627,905461.655965714,True
Frankston,h,South-Eastern Metropolitan,3,38.0,655000.0,1144024.414646755,835564.4765276175,816437.6754596035,True
Frankston North,h,Eastern Victoria,3,36.9,570000.0,1162686.0790116724,825946.537250693,813231.8951909605,True
Frankston South,h,South-Eastern Metropolitan,4,38.0,945000.0,1407941.8349310486,1196463.8036181189,1289081.26621161,True
Glen Huntly,u,Southern Metropolitan,2,10.1,450000.0,566905.3936773251,561360.1166531532,617721.9489704744,False
Glen Iris,h,Southern Metropolitan,4,7.3,1908000.0,2049306.963902482,1930364.7309580247,1821339.3887371405,False
Glen Iris,t,Southern Metropolitan,2,7.3,955000.0,879521.4975552318,766993.7318623888,792081.4231828224,False
Glen Waverley,h,Eastern Metropolitan,4,16.7,1200000.0,1326602.7252663842,1156992.042687102,1156536.0956800685,True
Glen Waverley,h,Eastern Metropolitan,3,16.7,1130000.0,1293740.973425276,1024412.0621793348,1182194.1667417935,True
Glenroy,h,Northern Metropolitan,3,11.2,820000.0,731398.4091438028,764252.2896710323,789780.3120997105,False
Glenroy,h,Northern Metropolitan,3,11.2,760000.0,646775.2026298526,675296.0320770976,652591.1573871128,False
Glenroy,h,Northern Metropolitan,3,11.2,680000.0,568160.8815732301,585797.4701054966,574142.4710516329,False
Glenroy,h,Northern Metropolitan,3,11.2,629500.0,610332.3329168214,637518.7729313746,586033.97966583,False
Gowanbrae,h,Western Metropolitan,3,12.9,900000.0,637457.5287635473,656550.026468882,620575.5610101554,False
Greensborough,h,Northern Metropolitan,4,16.1,770000.0,907876.9522704992,860389.6183829722,702963.1363289426,True
Greensborough,h,Northern Metropolitan,4,16.1,887500.0,835527.7223923283,704180.8461600036,720312.4045066868,True
Greensborough,h,Northern Metropolitan,4,16.1,900000.0,943445.542757328,925857.2399921281,816654.8169038233,True
Hadfield,h,Northern Metropolitan,3,11.2,860000.0,729493.6120132728,773680.8603929016,746567.1090534839,False
Hawthorn,u,Southern Metropolitan,2,5.3,580000.0,582347.9303166241,612694.6603019463,594438.7604824242,False
Hawthorn,u,Southern Metropolitan,2,5.3,840000.0,634678.928696133,625352.1180944002,646622.3817052285,False
Hawthorn,h,Southern Metropolitan,3,5.3,1460000.0,1396820.0588980187,1382233.5319654937,1393307.6914382898,False
Hawthorn East,u,Southern Metropolitan,2,6.2,400000.0,546221.602768021,518611.9845198954,491375.2403121442,False
Heathmont,h,Eastern Metropolitan,3,21.3,901000.0,1253912.2784307967,1111638.8103344676,1087221.0937790393,True
Heidelberg,t,Eastern Metropolitan,3,8.9,835000.0,763768.0010297839,753487.1105799095,704646.3886172791,False
Highett,h,Southern Metropolitan,3,16.0,1257000.0,1033393.6621674688,1082872.3286542625,1072268.1550264184,True
Highett,t,Southern Metropolitan,3,16.0,1200000.0,1026902.3372164756,911071.8911195551,987392.6484595437,True
Highett,t,Southern Metropolitan,3,16.0,1030000.0,1022882.6502613354,1011894.6248737341,875424.8216920272,True
Highett,h,Southern Metropolitan,3,16.0,1260000.0,991563.5488399708,1121978.741961638,1101248.292957489,True
Highett,t,Southern Metropolitan,4,16.0,1200000.0,1109342.6551724658,1290960.5450046705,1184628.6015845789,True
Highett,h,Southern Metropolitan,2,16.0,1150000.0,1005903.7153177628,887078.9600000454,891561.0493248008,True
Hillside,u,Western Metropolitan,3,18.0,485000.0,631737.8068622102,476416.73242703103,517417.95110414375,True
Hillside,h,Western Metropolitan,4,18.0,618350.0,667166.4850353419,559172.8997651582,672655.2082694044,True
Hoppers Crossing,h,Western Metropolitan,3,18.4,540000.0,683257.2244683696,776916.901931553,820176.6497232317,True
Huntingdale,h,Southern Metropolitan,3,12.3,990000.0,1117183.7593467936,935696.0290080798,1063102.755335811,True
Ivanhoe,h,Eastern Metropolitan,4,7.8,2250000.0,1722943.6787167685,1709324.8093707967,1718697.9380198985,False
Ivanhoe,h,Eastern Metropolitan,4,7.8,2530000.0,1869124.7329073239,1545875.4367315976,1536059.6032699088,False
Jacana,h,Northern Metropolitan,3,14.0,620500.0,557224.2564404657,554193.8796083789,584321.1163368274,False
Keilor East,h,Western Metropolitan,4,11.7,1475000.0,983223.2687213434,1111247.2163529072,977580.6284787855,False
Keilor Park,h,Western Metropolitan,3,10.4,750000.0,987586.9735861041,1040208.6314028499,891047.5693721634,False
Keilor Park,h,Western Metropolitan,5,10.4,765000.0,946508.8908405381,1007994.2022011937,892289.4509140232,False
Kensington,u,Northern Metropolitan,2,3.4,445000.0,477213.990085923,454937.3563708563,450694.02725033305,False
Kensington,u,Northern Metropolitan,2,3.4,501000.0,530519.3359092728,501776.6950176859,526372.2749866577,False
Kensington,h,Northern Metropolitan,3,3.4,1060000.0,1378593.3008353307,1165071.348802655,1272556.4346814721,False
Kew,t,Southern Metropolitan,3,5.4,1405000.0,1461716.56223955,1516812.2388652395,1528715.0340146024,False
Kew,h,Southern Metropolitan,4,5.4,3015000.0,2768120.8762649684,2916583.789224715,2947808.69589622,False
Kew East,h,Southern Metropolitan,3,7.3,1500000.0,1726892.6991154093,1571797.4303539395,1653082.2268495532,False
Keysborough,h,South-Eastern Metropolitan,3,25.2,745000.0,1012488.9868555868,741925.2973587244,746332.0681679543,True
Keysborough,h,South-Eastern Metropolitan,3,25.2,725000.0,1074711.205641572,835666.9085074635,839390.3993787167,True
Kingsville,u,Western Metropolitan,1,6.4,216000.0,241989.9246434329,244740.99793192474,269344.9411132989,False
Knoxfield,h,Eastern Metropolitan,5,23.3,1070000.0,1365332.373472102,1168353.9218559926,1012693.9683183086,True
Kurunjang,h,Northern Victoria,3,31.7,375000.0,510891.3882071578,463787.33501385053,503336.13574270456,True
Lalor,u,Northern Metropolitan,2,16.3,444000.0,432862.48771394393,365003.35102354514,391238.2533379283,True
Lalor,h,Northern Metropolitan,3,16.3,544000.0,453681.3892569401,435516.97195533215,482025.4542601357,True
Lalor,h,Northern Metropolitan,3,16.3,580500.0,486512.685749863,461920.46604675247,483341.70441409806,True
